Order No.,Products,Date
5022,P341 P506 P1100 P1121 P608 P780 P659 P524 P3911 P3536 P1004 P92 P1090 P91 P1005 P3772 P237 P3733 P182 P219 P57 P216 P3336 P1331 P1424 P706 P49 P49 P706 P51 P54 P55 P3908 P3910 P3909 P3861 P19 P668 P381,2013-3-31
5023,P1561 P2168 P775 P776 P404 P33 P2092 P435 P545 P420 P591 P1768 P1769 P1743 P699 P71 P793 P795 P1380 P1361 P796 P46 P1574 P339 P811 P1649 P305 P658 P2819 P2418 P820 P146 P360 P762 P442 P833 P114 P531 P125 P123 P126 P127 P429 P340 P427 P627 P224 P184 P426 P183 P1238 P855 P701 P323 P1608 P637 P1651 P105 P134 P2397 P1381 P2603 P1975 P1640 P552 P396 P874 P3532 P393 P22 P164 P3103 P549 P3088 P3571 P3582 P3572 P3587 P3168 P3325 P3471 P3460 P3456 P3432 P3231 P3300 P3407 P3304 P3303 P3410 P3489 P3487 P3485 P3518 P3543 P3418 P3549 P3547 P3564 P3550 P3651 P3650 P3399 P3509 P3511 P3507 P3719 P3720 P3620 P3583 P3684 P3705 P2099 P1081 P1689 P121 P240 P910 P1363 P2145 P1993 P1992 P2938 P2152 P957 P960 P166 P290 P610 P1844 P2710 P358 P1294 P648 P923 P924 P1295 P2271 P2426 P2430 P1537 P971 P972 P973 P974 P1067 P2348 P1159 P2548 P309 P558 P773 P641 P353 P62 P985 P264 P293 P630 P529 P1145 P996 P298 P3330 P2857 P1109 P34 P171 P65 P526 P452 P1353 P92 P672 P1645 P69 P1731 P2416 P203 P2903 P1024 P736 P1646 P1029 P1737,2013-3-31
5024,P1262 P480,2013-3-31
5025,P3437 P746 P1071 P2375 P2983 P946 P197,2013-3-31
5026,P786 P627 P45 P3421 P1409 P2619 P2329 P2905 P175 P218 P216 P179 P181 P180 P700 P3299 P265 P3525 P201 P66 P88 P199 P34 P452 P295 P1538 P1010 P22 P3398 P3399 P3048 P3103 P3088 P3386 P3358 P3361 P3523 P1965 P715 P117 P118 P1004 P1860 P1391 P1929 P858 P894 P1073 P1247 P3594 P3310 P3316 P1641 P137 P362 P3436 P38 P1363 P300 P299,2013-3-31
5027,P531 P291 P263,2013-3-31
5028,P349 P352 P802 P3728 P2965 P896 P711 P78 P3607 P3968 P22 P2602 P3585 P149 P3088 P704 P1128 P3821 P3518 P3525 P3848 P295 P285,2013-3-31
5029,P3521,2013-3-31
5030,P1249 P165 P500 P1514 P32 P619 P157 P169 P961 P1252 P1223 P552 P1017 P523 P46 P551 P396 P167 P1522,2013-3-31
5031,P894 P122 P536 P805,2013-3-31
5032,P663 P635 P1612 P809 P578 P1607 P321 P218 P175 P182,2013-3-31
5033,P2603,2013-3-31
5034,P3347 P110 P240 P3304 P405 P1997 P1 P306 P216 P1608 P3172 P1356 P202 P127 P1073 P607 P230 P1349 P2383 P231 P18 P663 P22 P3470 P295 P145 P1575 P711 P721 P2601 P222 P125,2013-3-31
5035,P1 P2 P3 P48 P49 P50 P51 P52 P53 P54 P55 P81 P4 P5 P6 P7,2013-3-31
5036,P3733 P3730 P3727 P3757 P3774 P3789 P3418 P3430 P217 P909 P3639 P3745 P1028 P1363 P694,2013-3-31
5037,P951,2013-3-31
5038,P710 P519 P131 P1590 P126 P125 P78 P478 P1393 P1538 P449 P672 P568 P70 P244 P1234 P56 P1585 P492 P359 P114 P532 P156 P2352 P1080 P755 P309 P61 P358 P773 P591 P59 P139,2013-3-31
5039,P1604 P3664 P3583 P264 P263 P3551 P3300 P570 P3098 P646 P929 P537 P3855 P1403 P3744 P3532 P393 P3629 P396 P3660 P3245 P153 P46 P3636,2013-3-31
5040,P663,2013-3-31
5041,P309 P110 P738 P2006 P523 P21 P310 P754 P211 P1090 P1275 P714 P200 P905 P475 P1929 P237 P121 P10 P54 P55 P1055 P1542 P1536 P681 P2829,2013-3-31
5042,P3217 P2224 P3946 P3950 P187 P188 P111 P323 P3948 P3664 P3709 P3701 P167 P1608 P435 P1363 P3535 P3886 P4022,2013-3-31
5043,P2841 P931 P2871,2013-3-31
5044,P2950,2013-3-31
5045,P1588 P1619,2013-3-31
5046,P3738 P217 P444 P440 P218 P57 P215 P3727 P3730 P3733 P911,2013-3-31
5047,P1646 P5 P1646 P101 P1743 P985 P985 P227 P2677 P5 P727 P66 P116 P1166 P1166 P830 P1675 P1827 P665 P666 P831 P1082 P76 P158 P1966 P816 P1768 P373 P67 P3119 P3300 P209 P1011 P1028,2013-3-31
5048,P1614 P773 P641 P359 P1666 P354 P1177 P91 P90 P1181 P1407 P102 P1197 P1561 P173 P721 P77 P591 P76 P789 P1743 P1825 P1516 P1209 P800 P1574 P703 P405 P158 P161 P162 P273 P68 P831 P113 P1427 P59 P81 P125 P598 P192 P134 P3143 P3165 P3302 P1624 P1786 P310 P54 P3533 P2782 P2783 P2282 P962 P3480 P139 P200,2013-3-31
5049,P637 P636 P160 P27 P2232 P2167 P200 P1005 P244 P1641 P3410,2013-3-31
5050,P1581 P1449 P1013 P366 P365 P114 P3304 P1825 P2081 P2080 P2233 P2620 P2852 P2851 P3303 P3301 P2792 P2487 P869 P1445 P1456 P364 P2145 P1993 P1448 P982 P1244,2013-3-31
5051,P203,2013-3-31
5052,P93,2013-3-31
5053,P1385 P158 P159 P160 P2083 P2167 P719 P2232 P1064 P2082 P1390 P3447 P1247 P53 P121 P1065 P2128 P1942 P2127 P3100 P3095 P118 P3619 P3620 P1641 P805 P262 P3420 P3614 P2932 P3531 P3450 P117 P3573,2013-3-31
5054,P925 P1445 P1446 P3418 P1641 P1993,2013-3-31
5055,P1132 P29 P28 P2603 P1248 P1598 P2090 P372 P3559 P2417 P2637 P3088 P204,2013-3-31
5056,P1641 P1266 P536 P1240,2013-3-31
5057,P1353,2013-3-31
5058,P347,2013-3-31
5059,P183 P184 P655 P2383 P174 P729 P235 P764 P997 P1078 P538 P1892 P381 P767 P1602 P234,2013-3-31
5060,P2578 P2494 P1674 P555 P464 P460 P1169 P125 P1122 P1918 P1561 P122 P10 P1136 P577 P573 P574 P575 P576 P572 P127 P126,2013-3-31
5061,P2383 P426 P689 P1033 P299 P852 P300 P111 P186 P2234 P1471 P849 P848 P2620 P2081 P2419 P22 P2224 P1602 P382 P383 P292 P264 P1255 P876 P656 P1563 P2090 P1483 P737 P564 P2041 P2042 P531 P1662 P2145 P1992 P169 P1641 P69 P125 P1404 P855 P2121 P655 P545 P1205 P844 P845 P846 P840 P1388 P839 P893 P110 P1344 P1268 P1269 P47 P104,2013-3-31
5062,P2691 P1980 P1981 P2605 P2885 P1900 P756 P169 P2771 P2145 P757 P789,2013-3-31
5063,P153 P2415 P129 P918,2013-3-31
5064,P22 P165 P372 P279 P603 P185 P378 P994 P173 P156 P1586 P1598 P1188 P2090 P1835 P101 P1589 P1249 P1662 P209 P178 P689 P404 P111 P300 P786 P532 P10 P3464 P1205,2013-3-31
5065,P1957 P458 P258 P54 P3467 P167 P92 P46 P3551 P3583 P3300 P3957 P3816 P3950 P3529 P3836 P3838 P3245 P193 P3719 P3440 P3441 P3455 P3636 P55 P3437 P1407 P3754 P3752 P3756,2013-3-31
5066,P239 P3435 P776 P111 P3464 P3463 P1385 P199 P3465 P778 P1603 P529 P1153 P462 P3220 P996 P3305 P137 P3301 P3303 P381 P873 P477 P478 P580 P1760 P3217 P3087 P3143 P3523 P1661 P2338 P3095 P3654 P417 P418 P70 P393 P71 P2334 P69 P303 P290 P258 P3437 P2533,2013-3-31
5067,P1742 P213 P994 P1,2013-3-31
5068,P3523 P3525 P3518 P3550 P3549 P3547 P3564 P3509 P3510,2013-3-31
5069,P3123 P187,2013-3-31
5070,P462 P1537 P2114 P2516 P2477 P2248 P968 P318 P496 P1158 P2348 P2552 P309 P558 P1166 P62 P985 P986 P1167 P1333 P1146 P988 P2014 P1505 P758 P253 P529 P528 P260 P997 P1172 P61 P1577 P2850 P1911 P354 P1177 P1353 P672 P2581 P1727 P2188 P2146 P2416 P203 P522 P227 P1021 P2407 P1420 P1417 P1186 P1187 P373 P2515 P1482 P1589 P102 P1028 P764 P535 P1556 P1945 P670 P1384 P2178 P385 P1561 P1739 P776 P404 P333 P1611 P1206 P1567 P1515 P1514 P788 P772 P1769 P789 P2094 P1637 P2568 P698 P497 P795 P550 P1568 P95 P46 P339 P185 P177 P814 P1216 P1423 P2243 P2502 P2546 P2133 P639 P1217 P2479 P2819 P2418 P727 P1074 P2076 P2077 P709 P406 P2096 P2044 P1225 P762 P832 P2078 P833 P113 P654 P214 P125 P143 P127 P694 P45 P2236 P1234 P519 P598 P1606 P429 P199 P1560 P2255 P1679 P313 P537 P569 P134 P711 P319 P2618 P2601 P717 P571 P861 P85 P413 P108 P733 P115 P731 P732 P432 P1681 P695 P644 P679 P1530 P1640 P384 P500 P3532 P22 P3626 P3577 P3578 P3167 P3169 P3429 P3456 P3331 P3342 P3339 P3452 P3424 P3141 P3172 P3613 P3523 P3314 P3540 P3550 P3399 P3463 P3510 P3509 P3511 P3507 P3659 P3545 P2099 P1257 P1258 P1962 P2692 P1431 P1969 P533 P1641 P892 P1081 P211 P310 P1077 P900 P726 P1689 P1046 P82 P240 P2472 P2142 P952 P1280 P1919 P2145 P2103 P3040 P2483 P2938 P3025 P2345 P958 P3024 P555 P15 P917 P2459 P919 P2104 P1293 P2507 P139 P924 P1295 P1446 P2266 P1296 P927 P2818 P1298 P1302 P2880 P486 P1711 P938 P483 P1987 P3561 P2679 P1041,2013-4-1
5071,P404 P33 P210 P368 P376 P321 P3476,2013-4-1
5072,P531 P360 P681 P984 P1491 P894 P37 P362 P36 P199 P266,2013-4-1
5073,P1572,2013-4-1
5074,P640 P3555 P1100 P1121 P2085 P3515 P630 P995 P321,2013-4-1
5075,P173 P452 P829 P3167 P3166 P1055 P3667 P3301 P984 P3304 P36 P3303 P38 P1252 P3525 P3523 P1162 P3299 P3528 P3527 P40 P985 P711 P710 P776 P1061 P1194 P83 P1384 P1385 P226 P3733 P444 P266 P68 P67 P1646,2013-4-1
5076,P266,2013-4-1
5077,P966 P372 P859 P3597 P1651 P637 P1540 P1684 P704 P130,2013-4-1
5078,P295 P222 P711 P3407 P3408 P69 P2352 P903 P599 P2602 P369 P690 P692 P1611 P1641 P805 P2224 P346,2013-4-1
5079,P52 P122 P52 P250 P138 P1356 P1470 P261 P58 P1641 P1577 P1372 P250 P91 P1005 P1275 P200 P241 P240 P242 P227 P687 P1517 P2440 P1518 P793 P3536 P1954 P3399 P1436 P126 P127 P216 P175 P215,2013-4-1
5080,P1521 P1454 P293 P291 P993 P1324 P601 P602 P630 P2332 P247 P1521 P2224,2013-4-1
5081,P35 P66 P629,2013-4-1
5082,P1609,2013-4-1
5083,P109,2013-4-1
5084,P1561 P2444 P2131 P1414 P1090 P244 P90 P1772 P707 P1761 P1378 P696 P1407 P2519 P2565 P1828 P699 P697 P2758 P293 P1825 P1769 P2938 P2015 P1923 P2474 P1201 P1055 P1976 P318 P1470 P352 P372 P281 P55 P1758 P1037 P639 P1042 P1509 P1507 P842 P1546 P1211 P752 P264 P705,2013-4-1
5085,P66 P264 P291 P3305 P263 P265 P3304 P292 P3303 P3302 P1973 P1564 P426 P35 P360 P425 P178 P689 P139,2013-4-1
5086,P1121 P506 P3922 P3914 P3904 P4011 P4014 P4015 P663 P239 P1081 P3359 P754 P310 P3583 P3955 P3957 P3408 P3407 P81 P46 P920,2013-4-1
5087,P1247 P99 P481 P589 P634 P309 P3399 P1641 P266 P3339 P869 P966 P133 P1965 P117 P1248 P735 P599 P3436 P369 P1030 P681 P680 P2899 P2923 P1592 P1081 P21 P1388 P1387 P18 P19 P607 P637 P69 P70 P288 P418 P63 P3279 P3294 P600 P131,2013-4-1
5088,P3633 P472 P1198 P498 P3536 P1077 P1079 P1078,2013-4-1
5089,P1640,2013-4-1
5090,P261 P99 P77 P1275 P3545 P1515 P1206 P1024 P1 P52 P53 P3470 P2934 P2752,2013-4-1
5091,P3521 P91,2013-4-1
5092,P1223 P127 P3545 P5 P3432 P3765 P2188 P3771 P3616 P1957 P452 P2383 P295 P34 P985,2013-4-1
5093,P3920 P3902 P3360 P110 P224 P33 P404 P1635 P425 P3088 P3813 P3816 P412 P31 P370 P1027 P426 P178 P205 P354 P2602 P184 P689 P264 P3410 P176 P440 P3730 P1094 P360 P35 P3565 P18 P1965 P3519 P354 P3399 P133 P3518 P3613 P3614 P266 P303 P295 P642 P3523 P2603 P415 P414 P1590 P1527 P3417 P3430 P327 P3827 P3815 P3814 P3822 P3521 P3418 P391 P1252 P584 P3164 P3169 P2601,2013-4-1
5094,P1203 P159 P1090 P95 P707 P122 P178 P323 P705,2013-4-1
5095,P3106 P532 P1641 P3107 P531 P305 P1143 P121,2013-4-1
5096,P3150 P3154 P3149 P3217 P303 P3088 P286 P285 P2338 P2405 P2334 P2331 P445 P2919 P2761 P405,2013-4-1
5097,P3421 P654 P372 P518 P182 P176 P3300,2013-4-1
5098,P139 P3300 P683 P329 P1608 P436 P186 P3948 P188 P404 P2383 P3429 P3436 P481 P1574 P1641 P3088 P3901 P3659 P3592 P3588 P3591 P3652 P95 P526 P3862 P78 P317 P322 P3521 P2603 P287 P285 P1128 P286 P985 P3660 P711 P3386 P3523 P531 P3650 P3653 P581 P514 P715 P118 P117 P140 P3620 P394 P1353 P244 P668 P3442 P660 P3583 P3735 P3700 P3696,2013-4-1
5099,P866 P2297 P464 P70 P197,2013-4-1
5100,P769 P770 P755 P4 P216 P3730 P3733 P3359 P2352,2013-4-1
5101,P3578 P3576,2013-4-1
5102,P203 P731 P781 P2009 P115 P474 P2058 P463 P3536 P3589 P732 P1290 P555 P19 P724,2013-4-1
5103,P968 P346 P318 P69 P3353 P2326 P2747 P1032 P1420 P1373 P1739 P1280 P2766 P2581 P183 P178 P591 P76 P773,2013-4-1
5104,P879 P3227 P69 P3509 P289 P71 P3511 P3652 P1184 P12 P1243 P11 P603 P994 P3607 P1481 P3410 P1369 P1878 P1560 P3303 P521 P227 P263 P3410 P3956 P3303 P66 P3993 P265 P265 P263 P3305 P264 P984 P829 P3304 P985 P762 P3408 P3955 P59 P1427 P76 P77 P772 P3957 P773 P773 P3407,2013-4-1
5105,P1941,2013-4-3
5106,P664 P3876 P416 P153 P3505 P220 P671 P587 P3827 P3815 P3649 P3685 P3684 P3710 P3711 P762 P811 P3827 P3815 P627 P33 P1349 P3870 P3875 P3863 P2126 P1809 P2383 P79 P3318 P3528 P786 P1240 P402 P2126 P180 P698 P3757 P179 P3950 P3102 P3095 P3948 P697 P16 P811 P404 P362 P36 P323 P1608 P381,2013-4-3
5107,P383,2013-4-3
5108,P3424 P3523 P625 P1641,2013-4-3
5109,P2854,2013-4-3
5110,P2602 P2603 P1329 P1591 P305,2013-4-3
5111,P531 P3143 P2679 P2642 P2676 P2405 P2333 P2331 P3088,2013-4-3
5112,P131 P192 P1808 P1700 P2090 P437 P435 P2383 P595 P3088 P532 P3094 P3102 P169 P2082 P1064 P2167 P719 P1390 P2083,2013-4-3
5113,P76 P772 P353 P77 P60 P139 P358 P1743 P1825 P1768,2013-4-3
5114,P638 P3449,2013-4-3
5115,P2194,2013-4-3
5116,P1640,2013-4-3
5117,P3463 P3464 P59 P2078 P1166 P359 P772 P139 P3408 P76 P59 P35 P360 P361 P362 P38 P36 P1563 P67 P1444 P1646 P1185 P1520 P1521 P1286,2013-4-3
5118,P3305 P3301 P292 P291 P137 P66 P3410 P3303 P265 P263 P264,2013-4-3
5119,P3523 P3521 P1898 P3067 P1768 P1641 P531 P1 P736 P479 P121 P843 P759,2013-4-3
5120,P339 P3429 P213 P391 P3565 P169 P37 P3449 P1363 P1632 P2679 P3105 P245,2013-4-3
5121,P1983,2013-4-3
5122,P3363 P22 P405 P3361 P1293 P295 P292 P401 P1898 P262 P2383 P180 P404 P698 P528 P240 P242 P241 P1414 P1003 P241 P59 P139 P699 P410 P701 P1033 P1608 P984 P529 P528 P1145 P994 P997 P58 P1253 P415 P461 P1 P2015 P3358 P1898 P1 P891 P891 P892 P557 P1 P2710 P293 P829 P265 P984 P66 P1198 P2171 P2047 P2225 P404 P1898 P2225 P125 P2710 P3464 P3463 P1048 P2015 P1407 P1918 P494 P873 P494 P701 P2015 P913 P477 P913 P2048 P892 P2345 P1253 P734 P737 P1482 P2204 P181 P1173 P2015 P1471 P849 P848 P849 P125 P671 P710 P712 P482 P311 P1639 P1565 P701 P1353 P221 P586 P671,2013-4-3
5123,P212 P3432 P3438 P3448,2013-4-3
5124,P1091,2013-4-3
5125,P158 P3179 P29 P28 P3618 P3620,2013-4-3
5126,P2827,2013-4-3
5127,P708 P3172,2013-4-3
5128,P1230 P305,2013-4-3
5129,P536 P175 P104 P49 P50 P1001 P1000 P677 P961 P2 P125 P116 P629 P133 P1122 P825 P1047 P618 P459 P464,2013-4-3
5130,P5 P1835 P1589 P123,2013-4-3
5131,P1592 P681 P2592 P2754 P315 P1584 P1680 P449 P54 P55 P1240 P857 P3399 P1356 P3218 P1438 P2035 P793 P795 P2771 P1809 P1877 P2015 P2246 P2444 P2670 P1290 P74 P2566 P3468 P1055,2013-4-3
5132,P1127 P1688 P162 P1648 P1638 P2766 P162 P290 P2581 P36 P1489 P1857 P962 P1812 P1812 P1092 P274 P276 P83 P1618 P526 P527 P2603 P869 P29 P514 P388 P127 P2147 P2777 P140,2013-4-3
5133,P106 P2526 P1684 P171 P264 P157 P996 P1387 P47 P3575 P3564 P3547 P794 P2255 P1679 P1809 P305 P511 P1224 P1585 P139 P3406 P832 P1428 P2120 P803 P1014 P425 P304,2013-4-3
5134,P1136 P10 P19 P2168 P3410 P1012 P88 P3399 P117 P1393 P147 P150 P122 P3359 P573 P577 P575 P574 P572 P576 P273 P3489 P663 P3141 P3457 P599,2013-4-3
5135,P3406 P3583 P3408 P3592 P3588 P331 P113 P114 P834 P293 P60 P591 P773 P1427 P76 P358 P134 P3300 P59 P139 P641 P77 P772 P81 P3407 P3302,2013-4-3
5136,P153 P3616 P3545 P159 P3620 P160 P3619 P27 P29 P1398 P3429 P2357 P1588 P1251 P887 P1608 P186 P1034 P33 P299,2013-4-3
5137,P1329 P1538 P442 P1 P230 P55 P156 P101 P1351 P1771 P2603 P905 P830 P369 P476 P1589,2013-4-3
5138,P5 P4 P215 P2570 P1683 P412 P217 P216 P218 P396 P381,2013-4-3
5139,P201 P966 P869 P1664 P1004 P576 P574 P573 P577 P572,2013-4-3
5140,P713 P531,2013-4-3
5141,P1386 P3331 P1 P3434 P1198 P3463 P3464 P3345 P3334 P3333 P3338 P3355 P3317 P3310 P3368 P3367 P3403 P3445 P3462 P3442 P127 P126 P752 P96 P3337 P3468 P1736 P2091 P2223 P3457 P1150 P729 P305 P2256 P306 P3347,2013-4-3
5142,P802 P352 P1227 P1676 P1546 P509 P1277 P1800 P2627 P2246 P313 P2243 P1216 P497 P3067 P1813 P3740 P3743 P3420 P1537,2013-4-3
5143,P531 P391 P538 P3105 P3686 P3104 P1177 P1004 P3220 P92 P1742 P1772 P443 P244 P243 P1208 P874 P82 P1275 P714 P3424 P620 P625 P2397 P1003 P2131 P1414 P1416 P2229,2013-4-3
5144,P3492 P266 P1027 P363 P3399 P10 P1136 P3429,2013-4-3
5145,P3341 P3347 P3569 P3561 P3562 P3560 P3563 P203 P3464 P1399 P142,2013-4-3
5146,P786 P3569 P1112 P381 P404 P296 P1236 P3714 P512 P393 P3545 P3485 P3936 P1210 P689 P183 P689 P425 P10 P518 P3493 P1607 P3446 P95 P46 P167 P126 P258,2013-4-3
5147,P870,2013-4-3
5148,P22 P66 P292 P264 P291 P1556 P698 P701 P181 P697 P412 P700 P699 P389 P364 P1581 P1314 P2316 P2741,2013-4-3
5149,P1530 P3218 P3219 P3653 P3650 P3651,2013-4-3
5150,P3437 P3428 P125 P3946 P3851 P10 P139 P772 P59 P1427 P3300 P3408 P3407 P3302 P638 P961 P1293 P305 P3606 P3621 P3399 P532 P65 P66 P293 P265 P3410,2013-4-3
5151,P1130 P1131 P1541 P1361 P695 P1537 P207 P3523 P1641 P582 P515,2013-4-3
5152,P100 P446 P2383 P79 P1349 P3310 P657 P656,2013-4-3
5153,P6 P37 P199 P531 P360 P1491,2013-4-3
5154,P548,2013-4-3
5155,P269 P1172 P732 P115 P2222 P731 P321 P779,2013-4-3
5156,P473 P743 P203 P1607 P194,2013-4-3
5157,P1071 P591 P60 P59 P139 P358 P77 P772 P2409 P1298 P25 P477 P116 P474 P574 P577 P573 P575 P576 P572 P409 P408 P107 P856 P243 P570 P506 P1090 P443 P90 P786 P91 P404 P624 P253 P1368 P966 P1033 P464 P567 P1360 P500 P178 P201 P183 P206 P1208 P562 P857 P2256 P627 P33 P1275 P37 P434 P217 P216 P4 P5 P309,2013-4-3
5158,P3947 P3930 P3932 P3931 P3933 P3871 P3867 P3860 P3872 P3877 P3875 P3863 P3859,2013-4-3
5159,P2983 P1607 P885 P3702 P3636 P3639 P3710 P3711 P1605 P3513 P3605 P3512 P867 P678 P3853 P564 P859 P3532 P396 P393 P3744 P3629 P619 P3907,2013-4-3
5160,P249,2013-4-3
5161,P129 P1918 P739 P555 P3341,2013-4-3
5162,P2603 P285 P3050 P2280 P641 P359 P1166 P1005 P1010 P965 P1197 P591 P1383 P352 P702 P1413 P441 P114 P59 P81 P598 P36 P362 P37 P475,2013-4-3
5163,P584 P710 P711 P828 P295 P57 P197 P3496,2013-4-3
5164,P3301 P3567 P1179 P2567 P3590 P3550 P3547 P1449 P1013 P28 P710 P95 P537 P46 P29 P28 P27 P759 P3528 P3527 P1784 P3863 P3859 P3870 P1054 P1903 P193 P608 P2097 P168 P3420 P3165 P3167 P3168 P3164 P3948 P3934 P920 P375 P376 P457 P3649 P234 P235 P368 P687 P3813 P3816 P404 P3685 P3684 P3789 P3406 P3881 P269 P2999 P3303 P3410 P3993 P3303 P3305,2013-4-3
5165,P658 P659 P255 P660 P661 P662 P56 P663 P664,2013-4-3
5166,P1397 P449 P3565 P2305 P2939 P1334 P141 P3149 P411 P759 P581 P2062 P13 P377 P186 P1216 P3815 P631 P1437 P260 P300 P2255 P793 P1554 P422 P1800 P603 P3535 P820 P73 P2133 P2446 P304 P1885 P1277 P2921 P1129,2013-4-3
5167,P2343 P2696 P1208 P3220 P200 P92 P1208 P1177 P1746 P1902 P1842 P750 P3659 P3441 P3455 P780 P356 P256 P524 P1902 P453 P453 P453 P453 P973 P976 P1266 P2048 P2225 P2047 P952 P9 P8 P3738 P197 P3909 P607 P1845 P557 P531 P721 P1526 P3862 P3878 P3715 P3714 P3718 P3649 P1 P3778 P58 P261 P3758 P403 P3536 P3545 P127 P3616 P3750 P3754 P3 P139 P985 P2153 P3861 P3864 P634 P1985 P3764 P3753 P1356 P3756 P3784 P3770 P3766 P3770 P3766 P3775 P2976,2013-4-3
5168,P603 P3523 P3756 P3495 P3936 P46 P394 P393 P167 P3649 P3659,2013-4-3
5169,P384,2013-4-3
5170,P575 P574 P572 P576 P577 P573 P3094 P1004 P905 P92 P237 P240 P200 P1353 P91 P201 P1090 P606 P1768 P1769 P3170 P2602 P372 P280 P279 P1 P1198 P2636 P2145 P2250 P199 P1918 P1041 P3336 P18 P19 P26 P3464 P3465 P3463,2013-4-3
5171,P3359 P870 P1082 P531 P1354 P3088 P3314 P169 P1592 P1491 P2576 P222 P92 P159 P233 P290 P126 P1641 P125,2013-4-3
5172,P1611 P1211 P1234 P2407 P373 P2502 P1955 P583 P2704 P930 P2623 P2818 P1641 P2236 P742 P805 P3098 P693 P1662 P72 P78,2013-4-3
5173,P2495 P772,2013-4-3
5174,P1262 P1187 P1895 P736 P2041 P247 P828 P1887 P1350 P605 P604 P161 P905 P293 P264 P1983 P98 P923 P188 P691 P1151 P87 P240 P2521 P212 P1228 P1173 P1872 P1028 P306,2013-4-3
5175,P2976 P708 P3148 P3143 P3158 P3087 P849 P1493 P1641 P2733 P478 P3326 P788,2013-4-3
5176,P1417 P273 P707 P749 P1917 P939 P2577 P546 P1271 P2163 P2304 P419 P450 P833 P2078 P1635 P370 P784 P1619 P706 P1153 P504 P1664 P1994 P827 P1995 P1510 P658 P238 P31 P265 P1362 P1279 P266,2013-4-3
5177,P1724 P1281 P1280 P841 P1481 P1298 P549 P1138 P2581 P1741 P1898 P1454 P1546 P378 P379 P1452 P3165 P3168 P3197 P1641 P3399 P381 P1913,2013-4-3
5178,P20,2013-4-3
5179,P1153 P973 P1162 P773 P641 P353 P2030 P1166 P985 P66 P264 P293 P2116 P1663 P1171 P51 P1000 P1001 P91 P2021 P1180 P1012 P212 P2416 P2033 P1016 P203 P1026 P677 P626 P1204 P1331 P1567 P1208 P772 P77 P699 P70 P181 P697 P795 P213 P372 P805 P2095 P1648 P405 P1620 P177 P814 P342 P161 P162 P817 P583 P146 P361 P2044 P1995 P828 P829 P665 P831 P1080 P291 P265 P1570 P125 P1232 P1233 P126 P229 P716 P192 P582 P746 P636 P362 P137 P625 P2397 P620 P1382 P2602 P862 P1392 P553 P1953 P117 P1250 P2674 P23 P2331 P393 P78 P165 P328 P649 P2924 P1970 P601 P1354 P896 P897 P899 P3063 P2365 P910 P708 P2926 P2481 P231 P2482 P953 P1958 P955 P1524 P99 P476 P961 P15 P962 P1430 P139 P60 P924 P200 P390 P1706 P1711 P1712 P490 P488 P489 P1322 P945 P1141,2013-4-3
5180,P37,2013-4-3
5181,P46 P402 P57 P376 P2602 P3521 P3529 P631 P216 P444 P3607,2013-4-3
5182,P3359,2013-4-3
5183,P3450,2013-4-3
5184,P3184 P240,2013-4-3
5185,P920 P195 P549 P494 P3217 P1924 P3998 P1054 P99 P10 P564 P3536 P796 P1781 P3997 P4007 P2436 P135 P3851,2013-4-3
5186,P3427 P3426 P3425 P3318 P3450 P2939 P3454 P3450 P19 P1247 P179 P180 P1479 P3398 P3399 P3422 P3423 P3424,2013-4-3
5187,P310 P309 P1242 P1355 P3359 P21 P3410 P265 P66 P291 P754 P1080 P110 P1689 P3956 P3305 P3324 P3340 P376 P28 P3639 P3565 P3660 P3664 P660 P256 P3738 P419 P9 P197 P19 P3636 P3101 P776 P3558 P3565 P3728 P444 P440 P219 P3730 P3733 P1356 P1470 P3955 P3957 P3993 P3649 P1216 P3399 P411 P380 P2603 P2602 P3301 P263 P3303 P137 P3859 P2397 P625 P620 P1177 P1208 P28 P1132 P29 P27 P204 P619 P3245 P167 P3746 P3769 P1156 P2021 P1745 P648,2013-4-3
5188,P2419,2013-4-3
5189,P443 P125 P955 P79 P369 P1137 P894 P3709 P1198 P2943 P273 P3701 P3766 P3144 P885,2013-4-3
5190,P1082 P1010 P811 P2366 P2308 P721,2013-4-4
5191,P2933,2013-4-4
5192,P507 P746 P1238 P21 P3158 P400 P444 P954 P3616 P3099 P169 P1079 P1078 P367 P379 P368 P3417 P1034 P853 P33 P404 P1068 P571 P327 P3904 P300 P3278 P3279 P425 P426 P3920 P723 P3218 P3429 P3437 P381,2013-4-4
5193,P103,2013-4-4
5194,P1005 P775 P1742 P435 P188 P704 P37 P340 P457,2013-4-4
5195,P1815 P1273 P1595 P3128 P3129 P2374 P2384 P2532 P2241 P1157 P1156 P2 P1155,2013-4-4
5196,P1007 P416 P3462 P396 P46,2013-4-4
5197,P2243 P462 P3088 P997 P2601 P2618 P3506 P3539 P3540 P473 P530 P357 P808 P747 P505 P3538 P3615 P3449 P3507 P3509 P3451 P3521 P3569 P3613 P3607 P3398 P3399 P3452 P3575 P1128 P286 P1203 P78 P663 P637 P663 P3620 P3619 P1073 P737 P475 P965 P1010 P966 P870 P1461 P1538 P710 P1446 P1010 P786 P244 P1698 P2180 P1391 P244 P1742 P92 P1005 P1742 P200 P714 P243 P240 P241 P242 P1929 P2383 P430 P404 P2180 P184 P3434 P710 P599 P132 P133 P655 P310 P754 P3359,2013-4-4
